Order_ID,Date,Customer_ID,Product_ID,Channel,Quantity,Unit_Price,Total_Sales,Customer_Name,Gender,Age,City,Loyalty_Status,Product_Name,Category,Brand,Price,Supplier,Month,Year,Day
O006067,2026-01-31,C00969,P0179,Marketplace,5,10284,51420,Kenneth Miller,Female,33,Kolkata,Silver,Whatever Sport,Sports,Samsung,10284,"Hammond, Fitzpatrick and Wagner",1,2026,Saturday
O006068,2026-03-11,C00848,P0167,Marketplace,1,7349,7349,Mark Perry,Female,60,Mumbai,Gold,Large Sport,Sports,Puma,7349,Scott-Jones,3,2026,Wednesday
O006069,2025-09-27,C00628,P0086,Mobile App,4,7139,28556,Jessica Chase,Female,20,Hyderabad,Silver,Sister Hom,Home,Puma,7139,Brooks-Morgan,9,2025,Saturday
O006070,2026-04-03,C00292,P0148,Marketplace,4,5994,23976,Brian Murphy,Male,56,Bangalore,Silver,Front Clothin,Clothing,Adidas,5994,Byrd-Morton,4,2026,Friday
O006071,2025-01-30,C00324,P0160,Store,5,14361,71805,Marissa Parks,Male,42,Bangalore,Silver,Give Footwea,Footwear,Sony,14361,Maxwell and Sons,1,2025,Thursday
O006072,2025-09-09,C00128,P0035,Online,1,3683,3683,William Phillips,Female,24,Bangalore,Silver,Could Beaut,Beauty,Puma,3683,Williams PLC,9,2025,Tuesday
O006073,2026-03-14,C00420,P0072,Mobile App,5,7377,36885,Brittany Brown,Female,55,Mumbai,Platinum,Institution Sport,Sports,Puma,7377,Pearson-Craig,3,2026,Saturday
O006074,2025-09-22,C00756,P0107,Online,3,8438,25314,Candice Cole,Female,30,Hyderabad,Platinum,Interview Beaut,Beauty,Zara,8438,"Benson, Jimenez and Chang",9,2025,Monday
O006075,2025-10-01,C00679,P0142,Online,5,9138,45690,Katherine Lawson,Female,50,Hyderabad,Gold,Take Sport,Sports,Samsung,9138,Marshall-Marquez,10,2025,Wednesday
O006076,2025-02-09,C00505,P0003,Store,4,12266,49064,Kenneth Sharp,Male,33,Delhi,Silver,North Clothin,Clothing,Samsung,12266,"Briggs, Johnson and Cantrell",2,2025,Sunday
O006077,2025-07-28,C00883,P0162,Store,3,11333,33999,Emma Holt,Male,21,Hyderabad,Gold,Answer Sport,Sports,H&M,11333,Randall-Livingston,7,2025,Monday
O006078,2025-04-13,C00849,P0025,Online,4,6265,25060,Joseph Fernandez,Male,24,Kolkata,Gold,Type Footwea,Footwear,Samsung,6265,Thomas Group,4,2025,Sunday
O006079,2025-08-25,C00979,P0044,Mobile App,5,2704,13520,Chelsea Mccarthy,Female,23,Mumbai,Gold,Those Electronic,Electronics,Adidas,2704,"Green, Collier and Hester",8,2025,Monday
O006080,2026-02-23,C00183,P0091,Marketplace,4,3339,13356,John Douglas,Female,33,Mumbai,Silver,Campaign Electronic,Electronics,Apple,3339,"Joyce, Santos and Smith",2,2026,Monday
O006081,2025-11-02,C00313,P0027,Marketplace,4,10180,40720,Wendy Ellis,Male,19,Mumbai,Silver,Interest Footwea,Footwear,Adidas,10180,"Lynch, Collins and Fowler",11,2025,Sunday
O006082,2026-04-13,C00575,P0056,Online,4,14462,57848,Robert Moore,Female,38,Kolkata,Platinum,Foot Clothin,Clothing,Adidas,14462,Smith-Martinez,4,2026,Monday
O006083,2026-03-06,C00914,P0023,Store,5,6427,32135,Evan Martin,Female,22,Mumbai,Gold,Every Clothin,Clothing,Adidas,6427,Garcia-Reed,3,2026,Friday
O006084,2025-11-28,C00595,P0135,Online,5,10592,52960,Caroline Flores,Female,34,Delhi,Platinum,Size Electronic,Electronics,Adidas,10592,"Johnson, Ross and Barrera",11,2025,Friday
O006085,2026-05-16,C00971,P0101,Store,5,6596,32980,Curtis Johnson,Female,27,Kolkata,Platinum,Maintain Hom,Home,Nike,6596,"Walker, Leonard and Murphy",5,2026,Saturday
O006086,2025-02-28,C00782,P0179,Store,1,10284,10284,Danielle Brown,Male,25,Kolkata,Silver,Whatever Sport,Sports,Samsung,10284,"Hammond, Fitzpatrick and Wagner",2,2025,Friday
O006087,2025-09-13,C00079,P0165,Marketplace,1,826,826,Tamara Keith,Male,31,Hyderabad,Silver,Mean Beaut,Beauty,Sony,826,"Reid, Murphy and Kelly",9,2025,Saturday
O006088,2025-04-07,C00815,P0127,Store,3,11068,33204,Amber Evans,Female,29,Mumbai,Silver,Above Beaut,Beauty,Sony,11068,"Adams, Obrien and Garcia",4,2025,Monday
O006089,2025-04-24,C00822,P0030,Store,4,4622,18488,Mr. Arthur Dean,Female,29,Hyderabad,Platinum,Provide Hom,Home,H&M,4622,"Martin, Bird and Long",4,2025,Thursday
O006090,2026-02-15,C00858,P0108,Store,1,1131,1131,Andrew Phillips,Female,29,Bangalore,Silver,Loss Beaut,Beauty,Samsung,1131,"Bell, Christian and Jarvis",2,2026,Sunday
O006091,2025-11-11,C00882,P0020,Mobile App,4,950,3800,Robert Gonzalez,Female,20,Bangalore,Gold,Cold Clothin,Clothing,Adidas,950,Watson Inc,11,2025,Tuesday
O006092,2025-01-19,C00773,P0069,Online,5,3670,18350,Jennifer Davis,Female,44,Kolkata,Platinum,Glass Beaut,Beauty,H&M,3670,Burgess-Miranda,1,2025,Sunday
O006093,2026-03-04,C00058,P0080,Store,5,8623,43115,Kyle Torres,Female,53,Mumbai,Gold,Must Footwea,Footwear,Adidas,8623,Turner-Oneill,3,2026,Wednesday
O006094,2025-11-04,C00366,P0122,Mobile App,2,5918,11836,Shawn Wood,Male,41,Chennai,Silver,Civil Footwea,Footwear,Samsung,5918,Jones Group,11,2025,Tuesday
O006095,2026-02-02,C00341,P0096,Store,5,1028,5140,Jacqueline Edwards,Female,23,Bangalore,Platinum,Owner Beaut,Beauty,Adidas,1028,Cross PLC,2,2026,Monday
O006096,2026-04-08,C00991,P0088,Store,4,11232,44928,Dawn Henry,Male,60,Mumbai,Platinum,Score Sport,Sports,Nike,11232,"Wise, Taylor and Callahan",4,2026,Wednesday
O006097,2026-04-15,C00601,P0175,Online,5,5544,27720,Audrey Holden DDS,Female,38,Chennai,Platinum,Center Footwea,Footwear,H&M,5544,"Blake, Rodriguez and Crawford",4,2026,Wednesday
O006098,2026-03-12,C00286,P0040,Store,4,14909,59636,Tina Stuart,Male,59,Hyderabad,Gold,Good Beaut,Beauty,H&M,14909,Hughes-Ford,3,2026,Thursday
O006099,2025-03-16,C00933,P0155,Mobile App,2,6467,12934,Denise Lamb,Female,21,Delhi,Silver,Heavy Clothin,Clothing,Adidas,6467,Holden-Quinn,3,2025,Sunday
O006100,2025-02-24,C00449,P0199,Mobile App,3,14099,42297,Austin Vincent,Male,58,Delhi,Silver,Or Beaut,Beauty,Apple,14099,Kim-Fields,2,2025,Monday
O006101,2025-12-25,C00758,P0018,Store,5,13788,68940,Jeremy Acosta,Male,32,Chennai,Gold,Each Beaut,Beauty,Sony,13788,Cardenas PLC,12,2025,Thursday
O006102,2026-03-27,C00900,P0083,Online,5,4181,20905,Corey Montes,Female,40,Delhi,Gold,Box Clothin,Clothing,Zara,4181,Mooney-Hartman,3,2026,Friday
O006103,2026-03-03,C00506,P0162,Marketplace,3,11333,33999,Tyler Smith,Male,56,Kolkata,Gold,Answer Sport,Sports,H&M,11333,Randall-Livingston,3,2026,Tuesday
O006104,2026-02-24,C00721,P0046,Store,1,9971,9971,David Curry,Male,18,Mumbai,Silver,Happy Sport,Sports,H&M,9971,Singleton-Yates,2,2026,Tuesday
O006105,2025-07-27,C00831,P0181,Online,2,5178,10356,Julia Burns,Male,58,Kolkata,Platinum,Area Beaut,Beauty,Nike,5178,Anderson Group,7,2025,Sunday
O006106,2025-07-22,C00239,P0032,Mobile App,5,3952,19760,Charlene Clark,Female,20,Delhi,Gold,Military Footwea,Footwear,Nike,3952,Patton and Sons,7,2025,Tuesday
O006107,2025-02-20,C00845,P0092,Store,3,2496,7488,Matthew Torres,Male,56,Bangalore,Silver,Again Clothin,Clothing,Zara,2496,"Stephens, Murphy and Taylor",2,2025,Thursday
O006108,2025-05-09,C00326,P0186,Store,5,10994,54970,Christina Bradshaw,Male,40,Kolkata,Gold,Leg Sport,Sports,Samsung,10994,Cobb LLC,5,2025,Friday
O006109,2025-07-19,C00223,P0025,Online,3,6265,18795,Nancy Gonzalez,Male,45,Chennai,Platinum,Type Footwea,Footwear,Samsung,6265,Thomas Group,7,2025,Saturday
O006110,2025-01-05,C00917,P0155,Marketplace,2,6467,12934,Karen Bird,Male,21,Chennai,Gold,Heavy Clothin,Clothing,Adidas,6467,Holden-Quinn,1,2025,Sunday
O006111,2025-09-24,C00678,P0154,Mobile App,4,4571,18284,Billy Golden,Female,22,Hyderabad,Silver,Strong Hom,Home,Apple,4571,"Good, Mcdonald and Griffin",9,2025,Wednesday
O006112,2025-01-24,C00667,P0199,Marketplace,5,14099,70495,Brandon Rodriguez,Female,57,Hyderabad,Gold,Or Beaut,Beauty,Apple,14099,Kim-Fields,1,2025,Friday
O006113,2025-07-05,C00904,P0179,Marketplace,3,10284,30852,Aaron Hanson,Male,35,Hyderabad,Gold,Whatever Sport,Sports,Samsung,10284,"Hammond, Fitzpatrick and Wagner",7,2025,Saturday
O006114,2026-04-14,C00747,P0035,Online,3,3683,11049,Brandon Bond,Female,32,Mumbai,Silver,Could Beaut,Beauty,Puma,3683,Williams PLC,4,2026,Tuesday
O006115,2025-11-06,C00888,P0144,Store,5,7241,36205,Rita Jackson,Female,56,Hyderabad,Silver,Move Beaut,Beauty,Samsung,7241,"Garcia, Baker and Garcia",11,2025,Thursday
O006116,2025-08-24,C00496,P0180,Store,1,6853,6853,Sarah Buckley,Female,42,Kolkata,Platinum,Worker Beaut,Beauty,Sony,6853,Monroe Group,8,2025,Sunday
O006117,2025-08-03,C00411,P0085,Online,1,10996,10996,Amanda Oconnell,Female,57,Hyderabad,Platinum,Friend Electronic,Electronics,Adidas,10996,Barton PLC,8,2025,Sunday
O006118,2025-04-21,C00987,P0018,Marketplace,2,13788,27576,Austin Pruitt,Male,26,Bangalore,Gold,Each Beaut,Beauty,Sony,13788,Cardenas PLC,4,2025,Monday
O006119,2025-08-20,C00030,P0050,Marketplace,4,11369,45476,Mrs. Jennifer George,Male,33,Delhi,Gold,Particularly Sport,Sports,Adidas,11369,"Brown, Harris and Lopez",8,2025,Wednesday
O006120,2025-03-03,C00491,P0178,Store,2,11297,22594,Andrew Diaz,Male,55,Kolkata,Silver,Dog Sport,Sports,H&M,11297,"Pham, Thompson and Dixon",3,2025,Monday
O006121,2026-05-15,C00012,P0181,Store,3,5178,15534,Daniel Welch,Female,21,Delhi,Gold,Area Beaut,Beauty,Nike,5178,Anderson Group,5,2026,Friday
O006122,2025-11-30,C00176,P0079,Store,2,14284,28568,Frank Nichols,Male,20,Kolkata,Gold,Look Electronic,Electronics,Nike,14284,Austin-Lopez,11,2025,Sunday
O006123,2025-02-18,C00705,P0189,Store,3,3880,11640,Rodney Davis,Male,58,Hyderabad,Silver,Wrong Clothin,Clothing,Sony,3880,"Orozco, Farrell and Martinez",2,2025,Tuesday
O006124,2025-12-11,C00935,P0016,Store,4,8985,35940,Danielle Owens,Female,27,Mumbai,Platinum,Just Electronic,Electronics,Zara,8985,Harris-Sanchez,12,2025,Thursday
O006125,2025-08-11,C00321,P0048,Mobile App,2,8869,17738,Robert Browning,Male,57,Mumbai,Silver,Near Beaut,Beauty,Zara,8869,"Hahn, Patrick and Fischer",8,2025,Monday
O006126,2026-04-02,C00558,P0004,Online,1,9874,9874,Elizabeth Warner,Male,32,Mumbai,Platinum,Entire Electronic,Electronics,Adidas,9874,Wall-Peters,4,2026,Thursday
O006127,2025-05-29,C00275,P0167,Store,3,7349,22047,Sandra Perkins,Female,46,Chennai,Platinum,Large Sport,Sports,Puma,7349,Scott-Jones,5,2025,Thursday
O006128,2026-03-23,C00874,P0076,Mobile App,5,9841,49205,Lori Salazar,Male,57,Chennai,Platinum,Onto Beaut,Beauty,Apple,9841,"Rodriguez, Richardson and Baker",3,2026,Monday
O006129,2025-03-22,C00710,P0040,Mobile App,1,14909,14909,Jennifer Coleman,Male,35,Hyderabad,Silver,Good Beaut,Beauty,H&M,14909,Hughes-Ford,3,2025,Saturday
O006130,2025-01-04,C00715,P0063,Mobile App,3,1149,3447,John Byrd,Male,33,Bangalore,Gold,Learn Footwea,Footwear,Apple,1149,Hall Group,1,2025,Saturday
O006131,2025-06-29,C00719,P0113,Online,4,10347,41388,Rachel Porter,Female,41,Chennai,Platinum,Price Beaut,Beauty,Nike,10347,Carter-Nicholson,6,2025,Sunday
O006132,2025-08-07,C00674,P0031,Online,5,11416,57080,Perry Owens,Male,26,Delhi,Silver,Magazine Sport,Sports,Apple,11416,Perez-Osborne,8,2025,Thursday
O006133,2025-05-21,C00009,P0087,Mobile App,4,14353,57412,Joseph Brown,Male,32,Bangalore,Platinum,Great Hom,Home,Zara,14353,Perez-Caldwell,5,2025,Wednesday
O006134,2025-09-11,C00360,P0027,Store,3,10180,30540,Emily Farmer,Female,31,Chennai,Gold,Interest Footwea,Footwear,Adidas,10180,"Lynch, Collins and Fowler",9,2025,Thursday
O006135,2025-11-14,C00724,P0159,Online,5,6728,33640,Tyler Cooper,Female,45,Hyderabad,Gold,Including Electronic,Electronics,Apple,6728,Taylor PLC,11,2025,Friday
O006136,2025-01-20,C00328,P0050,Mobile App,4,11369,45476,Ashley Stewart,Female,26,Kolkata,Gold,Particularly Sport,Sports,Adidas,11369,"Brown, Harris and Lopez",1,2025,Monday
O006137,2025-06-03,C00859,P0163,Mobile App,2,652,1304,Joseph Jones,Female,46,Bangalore,Gold,Everything Beaut,Beauty,Puma,652,"Cherry, Stark and Riley",6,2025,Tuesday
O006138,2025-01-29,C00521,P0024,Store,5,10615,53075,Veronica Clark,Male,47,Kolkata,Platinum,Fly Footwea,Footwear,Zara,10615,Payne-Pollard,1,2025,Wednesday
O006139,2025-12-08,C00924,P0099,Online,1,3702,3702,Anthony Haynes,Male,36,Kolkata,Gold,Traditional Hom,Home,Zara,3702,"Soto, Robertson and Newman",12,2025,Monday
O006140,2025-06-12,C00393,P0007,Mobile App,2,9395,18790,John Reed,Female,43,Delhi,Gold,Site Beaut,Beauty,Nike,9395,"Gonzales, Lynch and Griffith",6,2025,Thursday
O006141,2025-04-03,C00768,P0158,Store,3,3852,11556,Sierra Shepard,Male,36,Mumbai,Gold,Soon Footwea,Footwear,Apple,3852,"Kemp, Johnson and Dunn",4,2025,Thursday
O006142,2025-05-04,C00492,P0010,Marketplace,2,11638,23276,Elizabeth Young,Female,40,Hyderabad,Silver,Son Electronic,Electronics,Samsung,11638,Cisneros and Sons,5,2025,Sunday
O006143,2025-08-10,C00598,P0183,Marketplace,4,7818,31272,Michelle Marsh,Male,43,Mumbai,Platinum,Fill Beaut,Beauty,Puma,7818,"Foley, Henry and Carr",8,2025,Sunday
O006144,2026-02-01,C00172,P0154,Mobile App,2,4571,9142,Susan Martin,Female,19,Chennai,Platinum,Strong Hom,Home,Apple,4571,"Good, Mcdonald and Griffin",2,2026,Sunday
O006145,2025-10-03,C00393,P0060,Online,2,10013,20026,John Reed,Female,43,Delhi,Gold,Project Beaut,Beauty,Nike,10013,Walters Inc,10,2025,Friday
O006146,2025-02-17,C00855,P0146,Online,3,14927,44781,Samuel Ball,Female,48,Bangalore,Platinum,Employee Footwea,Footwear,Nike,14927,James and Sons,2,2025,Monday
O006147,2026-02-05,C00773,P0161,Store,5,5953,29765,Jennifer Davis,Female,44,Kolkata,Platinum,Perform Electronic,Electronics,Sony,5953,"Mclean, Smith and Whitehead",2,2026,Thursday
O006148,2026-03-04,C00637,P0156,Store,1,3844,3844,Mr. Terry Hodge PhD,Male,35,Hyderabad,Silver,Appear Electronic,Electronics,Zara,3844,"Strickland, Kelly and Lewis",3,2026,Wednesday
O006149,2025-05-24,C00670,P0079,Store,2,14284,28568,Mrs. Elizabeth Wells,Female,56,Chennai,Silver,Look Electronic,Electronics,Nike,14284,Austin-Lopez,5,2025,Saturday
O006150,2025-07-13,C00435,P0076,Store,1,9841,9841,Patricia Ramirez,Male,47,Chennai,Gold,Onto Beaut,Beauty,Apple,9841,"Rodriguez, Richardson and Baker",7,2025,Sunday
O006151,2025-05-19,C00420,P0132,Store,2,11463,22926,Brittany Brown,Female,55,Mumbai,Platinum,Lose Footwea,Footwear,Apple,11463,"Norman, Yates and Clark",5,2025,Monday
O006152,2025-12-12,C00530,P0052,Store,3,2027,6081,Hannah Henson,Male,48,Delhi,Platinum,Series Sport,Sports,Puma,2027,"Wells, Campbell and Morgan",12,2025,Friday
O006153,2025-04-17,C00484,P0061,Mobile App,3,519,1557,Jessica Hernandez,Male,38,Chennai,Gold,Ok Footwea,Footwear,Zara,519,"Sanchez, Morrison and Henry",4,2025,Thursday
O006154,2025-07-15,C00447,P0027,Mobile App,5,10180,50900,Maria Phillips,Male,24,Chennai,Platinum,Interest Footwea,Footwear,Adidas,10180,"Lynch, Collins and Fowler",7,2025,Tuesday
O006155,2025-09-17,C00446,P0188,Mobile App,1,1730,1730,James Brock,Female,53,Hyderabad,Gold,Free Sport,Sports,Puma,1730,Webb Group,9,2025,Wednesday
O006156,2025-05-26,C00256,P0074,Store,2,1249,2498,Mr. Russell Bautista,Male,40,Mumbai,Platinum,Claim Clothin,Clothing,Apple,1249,Arnold-Davis,5,2025,Monday
O006157,2026-04-29,C00137,P0099,Mobile App,5,3702,18510,Sheri Graves,Female,24,Hyderabad,Platinum,Traditional Hom,Home,Zara,3702,"Soto, Robertson and Newman",4,2026,Wednesday
O006158,2025-08-19,C00276,P0088,Store,1,11232,11232,Sharon Sampson,Male,41,Mumbai,Gold,Score Sport,Sports,Nike,11232,"Wise, Taylor and Callahan",8,2025,Tuesday
O006159,2025-10-23,C00883,P0088,Mobile App,1,11232,11232,Emma Holt,Male,21,Hyderabad,Gold,Score Sport,Sports,Nike,11232,"Wise, Taylor and Callahan",10,2025,Thursday
O006160,2025-11-21,C00926,P0042,Mobile App,5,8548,42740,Jennifer Johnson,Male,39,Hyderabad,Silver,Sure Clothin,Clothing,Samsung,8548,Cunningham LLC,11,2025,Friday
O006161,2026-03-27,C00944,P0156,Marketplace,3,3844,11532,Carol Harper,Male,19,Hyderabad,Silver,Appear Electronic,Electronics,Zara,3844,"Strickland, Kelly and Lewis",3,2026,Friday
O006162,2025-05-08,C00583,P0162,Marketplace,1,11333,11333,Laura Aguilar,Male,18,Mumbai,Gold,Answer Sport,Sports,H&M,11333,Randall-Livingston,5,2025,Thursday
O006163,2025-05-26,C00335,P0155,Store,4,6467,25868,Katherine Gordon,Male,59,Delhi,Gold,Heavy Clothin,Clothing,Adidas,6467,Holden-Quinn,5,2025,Monday
O006164,2025-02-19,C00860,P0083,Marketplace,5,4181,20905,Brandy Garcia,Male,35,Chennai,Silver,Box Clothin,Clothing,Zara,4181,Mooney-Hartman,2,2025,Wednesday
O006165,2025-01-23,C00265,P0104,Marketplace,3,3766,11298,Harold Thompson,Female,50,Kolkata,Gold,Cause Clothin,Clothing,Sony,3766,"Morris, Johnson and Farrell",1,2025,Thursday
O006166,2025-09-25,C00207,P0032,Online,5,3952,19760,Sara Brown,Female,47,Chennai,Platinum,Military Footwea,Footwear,Nike,3952,Patton and Sons,9,2025,Thursday
O006167,2026-02-13,C00603,P0010,Mobile App,5,11638,58190,Kevin Barnett,Female,38,Mumbai,Platinum,Son Electronic,Electronics,Samsung,11638,Cisneros and Sons,2,2026,Friday
O006168,2025-10-09,C00521,P0071,Marketplace,2,11204,22408,Veronica Clark,Male,47,Kolkata,Platinum,Certain Footwea,Footwear,H&M,11204,Cooper-Ramos,10,2025,Thursday
O006169,2025-05-26,C00758,P0055,Marketplace,3,8401,25203,Jeremy Acosta,Male,32,Chennai,Gold,Score Sport,Sports,Sony,8401,Wilson PLC,5,2025,Monday
O006170,2025-09-22,C00986,P0171,Marketplace,4,6167,24668,Tracy Stephens,Male,57,Bangalore,Gold,Former Beaut,Beauty,Apple,6167,"Haley, Brown and Allen",9,2025,Monday
O006171,2025-10-29,C00552,P0111,Mobile App,4,6815,27260,Crystal Calderon,Male,19,Chennai,Platinum,Together Electronic,Electronics,Apple,6815,"Adams, Walton and Huff",10,2025,Wednesday
O006172,2025-07-29,C00718,P0117,Online,1,2344,2344,Brittney Cummings,Female,26,Bangalore,Platinum,Central Footwea,Footwear,H&M,2344,Lawson-Rivera,7,2025,Tuesday
O006173,2026-03-23,C00885,P0118,Marketplace,1,7691,7691,Kevin Roberts MD,Female,37,Mumbai,Gold,Suggest Sport,Sports,Sony,7691,"Hooper, Cole and Tucker",3,2026,Monday
O006174,2025-02-13,C00867,P0150,Mobile App,1,4078,4078,Tonya Terrell,Male,25,Bangalore,Silver,Believe Sport,Sports,Samsung,4078,Smith-Richmond,2,2025,Thursday
O006175,2026-04-10,C00085,P0160,Online,4,14361,57444,James Cantu,Male,32,Mumbai,Platinum,Give Footwea,Footwear,Sony,14361,Maxwell and Sons,4,2026,Friday
O006176,2026-02-13,C00537,P0007,Mobile App,2,9395,18790,Patrick Davidson,Male,27,Kolkata,Gold,Site Beaut,Beauty,Nike,9395,"Gonzales, Lynch and Griffith",2,2026,Friday
O006177,2025-02-22,C00345,P0184,Marketplace,4,11269,45076,April Thornton,Female,28,Hyderabad,Gold,Support Hom,Home,Zara,11269,"Crawford, Rich and Ballard",2,2025,Saturday
O006178,2025-08-03,C00443,P0123,Mobile App,3,6254,18762,Charles Henderson,Female,20,Mumbai,Platinum,Line Electronic,Electronics,Apple,6254,"Pittman, Newman and Knox",8,2025,Sunday
O006179,2025-02-09,C00556,P0001,Marketplace,3,609,1827,Robert Pacheco,Female,40,Mumbai,Gold,Majority Sport,Sports,Adidas,609,Paul PLC,2,2025,Sunday
O006180,2025-07-16,C00504,P0006,Mobile App,1,4011,4011,Audrey Lee,Male,60,Bangalore,Platinum,Still Electronic,Electronics,Apple,4011,Hernandez-Fernandez,7,2025,Wednesday
O006181,2026-03-31,C00741,P0067,Store,5,9207,46035,Jennifer Castillo,Male,49,Chennai,Silver,Involve Sport,Sports,Zara,9207,Hudson Inc,3,2026,Tuesday
O006182,2025-12-22,C00213,P0053,Mobile App,3,2791,8373,Jessica Leach,Male,48,Kolkata,Silver,Mouth Footwea,Footwear,H&M,2791,Jimenez LLC,12,2025,Monday
O006183,2025-10-22,C00530,P0157,Mobile App,4,5928,23712,Hannah Henson,Male,48,Delhi,Platinum,These Clothin,Clothing,Zara,5928,"Chambers, Lynch and Browning",10,2025,Wednesday
O006184,2025-06-15,C00778,P0005,Online,3,688,2064,Stephanie Lopez,Male,33,Mumbai,Gold,Peace Hom,Home,Nike,688,"Miller, Gibbs and Underwood",6,2025,Sunday
O006185,2026-02-05,C00419,P0166,Marketplace,3,5863,17589,Brenda Chambers,Male,43,Chennai,Platinum,Else Electronic,Electronics,H&M,5863,Kerr and Sons,2,2026,Thursday
O006186,2026-02-09,C00972,P0182,Store,5,7243,36215,Gabriel Taylor,Male,24,Mumbai,Platinum,Style Footwea,Footwear,Apple,7243,Winters-Reid,2,2026,Monday
O006187,2025-06-09,C00047,P0125,Store,3,10221,30663,Megan Silva,Female,39,Kolkata,Gold,Avoid Beaut,Beauty,Sony,10221,Underwood-Mays,6,2025,Monday
O006188,2026-04-07,C00183,P0183,Marketplace,3,7818,23454,John Douglas,Female,33,Mumbai,Silver,Fill Beaut,Beauty,Puma,7818,"Foley, Henry and Carr",4,2026,Tuesday
O006189,2026-03-02,C00720,P0019,Store,4,9659,38636,Andrew Case,Male,48,Kolkata,Silver,East Sport,Sports,Puma,9659,Tran LLC,3,2026,Monday
O006190,2025-03-05,C00308,P0085,Online,4,10996,43984,David West,Female,23,Mumbai,Silver,Friend Electronic,Electronics,Adidas,10996,Barton PLC,3,2025,Wednesday
O006191,2025-01-29,C00883,P0034,Store,3,3656,10968,Emma Holt,Male,21,Hyderabad,Gold,Identify Footwea,Footwear,Adidas,3656,Johnson PLC,1,2025,Wednesday
O006192,2026-03-23,C00723,P0138,Marketplace,3,2847,8541,Melissa Campbell,Female,58,Hyderabad,Platinum,In Clothin,Clothing,Sony,2847,Bush-Lambert,3,2026,Monday
O006193,2026-01-22,C00386,P0110,Mobile App,2,9949,19898,Danielle Singleton,Female,57,Hyderabad,Silver,As Clothin,Clothing,Adidas,9949,Anderson-Mitchell,1,2026,Thursday
O006194,2025-11-19,C00422,P0132,Store,1,11463,11463,Monica Daniels,Male,41,Mumbai,Platinum,Lose Footwea,Footwear,Apple,11463,"Norman, Yates and Clark",11,2025,Wednesday
O006195,2025-10-21,C00251,P0133,Marketplace,3,8480,25440,Kristen Henderson,Female,23,Bangalore,Silver,Fight Sport,Sports,Sony,8480,Bender-Hunter,10,2025,Tuesday
O006196,2025-12-10,C00395,P0144,Store,1,7241,7241,Richard Brooks,Male,35,Bangalore,Silver,Move Beaut,Beauty,Samsung,7241,"Garcia, Baker and Garcia",12,2025,Wednesday
O006197,2025-06-29,C00227,P0083,Online,5,4181,20905,Linda Holmes,Male,27,Chennai,Platinum,Box Clothin,Clothing,Zara,4181,Mooney-Hartman,6,2025,Sunday
O006198,2025-01-12,C00789,P0185,Online,1,13204,13204,Sean Swanson,Female,43,Bangalore,Silver,Check Clothin,Clothing,Zara,13204,Dickson Group,1,2025,Sunday
O006199,2025-08-13,C00563,P0196,Marketplace,2,14825,29650,Michael Burgess,Female,54,Kolkata,Platinum,Trial Sport,Sports,Nike,14825,Hunter Group,8,2025,Wednesday
O006200,2025-02-13,C00991,P0154,Store,3,4571,13713,Dawn Henry,Male,60,Mumbai,Platinum,Strong Hom,Home,Apple,4571,"Good, Mcdonald and Griffin",2,2025,Thursday
O006201,2025-11-26,C00943,P0001,Mobile App,3,609,1827,Leonard Love,Male,41,Kolkata,Gold,Majority Sport,Sports,Adidas,609,Paul PLC,11,2025,Wednesday
O006202,2025-08-24,C00359,P0038,Marketplace,4,4240,16960,Mr. Christian Thompson,Male,34,Mumbai,Platinum,Appear Footwea,Footwear,Samsung,4240,Huerta Inc,8,2025,Sunday
O006203,2025-01-25,C00913,P0195,Store,4,2617,10468,Donna Walters,Female,37,Hyderabad,Silver,More Hom,Home,Apple,2617,"Baker, Johnston and Chang",1,2025,Saturday
O006204,2025-08-01,C00151,P0100,Online,3,2897,8691,Yvonne Lopez,Male,42,Bangalore,Silver,Fall Hom,Home,Nike,2897,Melton PLC,8,2025,Friday
O006205,2025-04-21,C00260,P0050,Mobile App,4,11369,45476,Linda Hester,Female,47,Chennai,Platinum,Particularly Sport,Sports,Adidas,11369,"Brown, Harris and Lopez",4,2025,Monday
O006206,2025-04-19,C00644,P0175,Mobile App,3,5544,16632,Eric Raymond,Female,57,Chennai,Silver,Center Footwea,Footwear,H&M,5544,"Blake, Rodriguez and Crawford",4,2025,Saturday
O006207,2026-02-04,C00613,P0104,Marketplace,5,3766,18830,Tracy Roberts,Female,55,Bangalore,Platinum,Cause Clothin,Clothing,Sony,3766,"Morris, Johnson and Farrell",2,2026,Wednesday
O006208,2025-04-30,C00108,P0192,Online,2,7661,15322,Donald Davis,Female,21,Delhi,Gold,Suddenly Beaut,Beauty,Adidas,7661,Moss-Ware,4,2025,Wednesday
O006209,2025-04-11,C00228,P0173,Mobile App,2,11068,22136,Christopher York,Female,22,Delhi,Platinum,Plan Footwea,Footwear,Puma,11068,"Medina, Brown and Cervantes",4,2025,Friday
O006210,2025-02-15,C00489,P0113,Online,4,10347,41388,Chloe Moore,Female,37,Hyderabad,Silver,Price Beaut,Beauty,Nike,10347,Carter-Nicholson,2,2025,Saturday
O006211,2026-03-06,C00128,P0115,Marketplace,2,4472,8944,William Phillips,Female,24,Bangalore,Silver,Back Beaut,Beauty,Puma,4472,Fitzgerald-Davis,3,2026,Friday
